Date,Value
9/11/16,621.6457475249033
9/12/16,609.6704592217143
9/13/16,610.9230259576941
9/14/16,608.8213536434572
9/15/16,610.3838880587316
9/16/16,609.1058940674155
9/17/16,607.0403306373316
9/18/16,611.5833869973598
9/19/16,610.1911265131074
9/20/16,608.657113701196
9/21/16,598.8784011668042
9/22/16,597.4198040081561
9/23/16,594.0828297858296
9/24/16,603.8833425039637
9/25/16,601.7362082509769
9/26/16,598.975323507667
9/27/16,605.963280177276
9/28/16,605.6656207733394
9/29/16,603.8490291771359
9/30/16,609.3927866061078
10/1/16,614.8203481152894
10/2/16,612.977365625955
10/3/16,611.8494304187649
10/4/16,609.6195764615904
10/5/16,607.1763936956564
10/6/16,612.0759245502176
10/7/16,617.2051594415008
10/8/16,614.7446913696065
10/9/16,615.6492643627091
10/10/16,617.5362272745868
10/11/16,614.7743723828286
10/12/16,635.0069153178646
10/13/16,635.9621903486068
10/14/16,634.0153301057701
10/15/16,637.936036663515
10/16/16,641.421291104057
10/17/16,638.9737538023529
10/18/16,636.2948215353066
10/19/16,629.2506817309967
10/20/16,627.7184166468494
10/21/16,631.9165791319084
10/22/16,655.4784367044821
10/23/16,653.2523120197709
10/24/16,651.391572357934
10/25/16,655.3105809678967
10/26/16,651.4478351255451
10/27/16,682.219624559673
10/28/16,687.6761457181493
10/29/16,685.9060762328363
10/30/16,697.9988895110926
10/31/16,701.9975580820278
11/1/16,697.0112720390223
11/2/16,733.3252850741309
11/3/16,686.1664959905768
11/4/16,683.6866255107988
11/5/16,704.7880542295177
11/6/16,711.9955668144422
11/7/16,709.9606964458121
11/8/16,708.9715970148605
11/9/16,720.9314949891543
11/10/16,721.4959964743596
11/11/16,715.4547319869798
11/12/16,703.7105235389934
11/13/16,702.2774893807219
11/14/16,706.4614853244844
11/15/16,710.9105311646958
11/16/16,711.7255229179952
11/17/16,736.9622650234109
11/18/16,747.5230920545526
11/19/16,748.9754206731061
11/20/16,729.0586868462963
11/21/16,738.5312959999003
11/22/16,736.9713802202972
11/23/16,741.6259608729962
11/24/16,737.4471898693204
11/25/16,735.6354095436216
11/26/16,733.6689280417654
11/27/16,727.9631148250832
11/28/16,727.3109459516705
11/29/16,732.7113965478909
11/30/16,742.6867225174915
12/1/16,742.0521991383695
12/2/16,772.4287784972806
12/3/16,764.3259703778883
12/4/16,762.9702637351749
12/5/16,754.6271496172211
12/6/16,756.6192640060774
12/7/16,758.9906264795991
12/8/16,769.7205522061734
12/9/16,770.0248224784043
12/10/16,769.0813434307075
12/11/16,777.0022914240778
12/12/16,777.0046030011397
12/13/16,777.9861179332637
12/14/16,774.8874187221917
12/15/16,776.7517883926118
12/16/16,775.8835778054657
12/17/16,788.7011758630687
12/18/16,788.398515887161
12/19/16,788.6704364651117
12/20/16,793.0875194393151
12/21/16,824.2129194802044
12/22/16,834.9741655656134
12/23/16,901.3085974566659
12/24/16,891.6128711545134
12/25/16,892.6032154218436
12/26/16,897.3269178350432
12/27/16,930.3660149570883
12/28/16,930.342543625065
12/29/16,963.3813184325471
12/30/16,952.1454576669779
12/31/16,958.1166304806014
1/1/17,997.7212414913005
1/2/17,1015.9709872653425
1/3/17,1013.4182304583894
1/4/17,1126.7634167272172
1/5/17,994.6686170089247
1/6/17,999.6469831424846
1/7/17,896.82604488605
1/8/17,908.1382811806693
1/9/17,910.4890515963232
1/10/17,906.050658421511
1/11/17,785.2225220778292
1/12/17,780.9223924905671
1/13/17,826.2862886755925
1/14/17,817.9051547511345
1/15/17,819.5508632439905
1/16/17,830.503782810254
1/17/17,903.8397453300415
1/18/17,906.6007565807168
1/19/17,895.7983689201661
1/20/17,893.6213509762475
1/21/17,895.6357275334225
1/22/17,918.6066032059675
1/23/17,922.0728057452542
1/24/17,919.9747506417137
1/25/17,893.0441499444049
1/26/17,915.9523151650126
1/27/17,915.049871271529
1/28/17,920.3083172617381
1/29/17,915.9363821796071
1/30/17,912.1906357130438
1/31/17,964.7072604247702
2/1/17,979.7019313959884
2/2/17,983.4168778691045
2/3/17,1013.0258102766654
2/4/17,1031.003035450094
2/5/17,1034.0739527706282
2/6/17,1024.0173641601825
2/7/17,1050.113532990542
2/8/17,1052.8367253733222
2/9/17,976.1041045621242
2/10/17,999.1038902670484
2/11/17,997.5900432230105
2/12/17,1000.6069397045952
2/13/17,999.8746725502759
2/14/17,1001.1973071640133
2/15/17,1012.330686647664
2/16/17,1035.2117050680406
2/17/17,1035.20050889167
2/18/17,1056.6377162353751
2/19/17,1052.7794459443799
2/20/17,1050.8705983516782
2/21/17,1123.7850473446856
2/22/17,1123.2195717369652
2/23/17,1130.0075534359626
2/24/17,1174.8656567891273
2/25/17,1150.6008909793616
2/26/17,1150.3685603501601
2/27/17,1190.7485784914343
2/28/17,1187.5605210548665
3/1/17,1190.8899339753937
3/2/17,1259.4072502382808
3/3/17,1285.1418438379728
3/4/17,1286.9953931486725
3/5/17,1270.933406599846
3/6/17,1275.1954782118698
3/7/17,1279.4978498763014
3/8/17,1157.3906378660631
3/9/17,1192.4678404629249
3/10/17,1192.0915432434529
3/11/17,1179.162448924081
3/12/17,1227.4902681750143
3/13/17,1227.6800590410728
3/14/17,1245.3718444592623
3/15/17,1257.3976611727346
3/16/17,1257.0049202755526
3/17/17,1091.169513323661
3/18/17,952.2359019955168
3/19/17,967.6949888267859
3/20/17,1049.0870106422658
3/21/17,1118.634930974105
3/22/17,1113.0036735408837
3/23/17,1038.7862616416319
3/24/17,941.9230941177595
3/25/17,927.9299822295835
3/26/17,956.7893932645151
3/27/17,1037.2242567408803
3/28/17,1041.0426783284965
3/29/17,1040.5775692799248
3/30/17,1037.902719991072
3/31/17,1034.7419752046858
4/1/17,1086.9246650043835
4/2/17,1099.170063423532
4/3/17,1079.9884599769562
4/4/17,1141.5987184164578
4/5/17,1133.0762109536686
4/6/17,1133.5278527463345
4/7/17,1190.450158428452
4/8/17,1181.1538918283184
4/9/17,1184.0317897219554
4/10/17,1207.749002073327
4/11/17,1226.6124527112893
4/12/17,1219.0914880969015
4/13/17,1180.0248612891148
4/14/17,1185.259113683983
4/15/17,1170.3641773029499
4/16/17,1186.9248151718596
4/17/17,1205.6381982349667
4/18/17,1176.9705735321859
4/19/17,1217.934465641085
4/20/17,1241.6832202753355
4/21/17,1236.6265387315766
4/22/17,1261.3108786963078
4/23/17,1257.9885878362047
4/24/17,1240.8411784683385
4/25/17,1279.4118132004107
4/26/17,1309.1130691076921
4/27/17,1288.016438117992
4/28/17,1331.2923645167139
4/29/17,1334.9744399349386
4/30/17,1333.0001940154116
5/1/17,1417.1754991978496
5/2/17,1452.078542745798
5/3/17,1447.5541161566605
5/4/17,1508.2957787688104
5/5/17,1533.3347286417193
5/6/17,1518.753415627705
5/7/17,1535.865471059517
5/8/17,1640.620330551735
5/9/17,1651.1026016314274
5/10/17,1762.8888279336995
5/11/17,1820.9905226669225
5/12/17,1829.00477180708
5/13/17,1771.9172023628046
5/14/17,1776.3153004431667
5/15/17,1779.9958380677922
5/16/17,1739.0367066350364
5/17/17,1807.4868383682124
5/18/17,1783.9808301575176
5/19/17,1961.5252392834911
5/20/17,2052.9057123245916
5/21/17,2008.8379511272212
5/22/17,2090.661455886279
5/23/17,2287.7124924150366
5/24/17,2256.322406419295
5/25/17,2387.2032779202636
5/26/17,2211.9745289872326
5/27/17,2279.821283566205
5/28/17,2192.983182772364
5/29/17,2275.9271998337185
5/30/17,2290.0152041981423
5/31/17,2285.9340785487593
6/1/17,2399.245039927385
6/2/17,2409.9291623138333
6/3/17,2525.7687361420803
6/4/17,2516.1750635280564
6/5/17,2529.5280115703526
6/6/17,2883.314190913337
6/7/17,2664.922551097899
6/8/17,2683.0251409597554
6/9/17,2827.4922486364594
6/10/17,2845.374083504942
6/11/17,2898.626888595492
6/12/17,2657.6741488900852
6/13/17,2748.1815623884368
6/14/17,2705.9986918481272
6/15/17,2442.4761695422308
6/16/17,2464.9568624441263
6/17/17,2477.9417752565423
6/18/17,2507.3908388555706
6/19/17,2617.2130928092665
6/20/17,2600.000277811639
6/21/17,2671.047172002301
6/22/17,2727.2859614946797
6/23/17,2713.4831250334814
6/24/17,2589.162007093083
6/25/17,2512.370133063249
6/26/17,2502.03368671094
6/27/17,2517.902504602275
6/28/17,2585.3487153994015
6/29/17,2558.3042474013937
6/30/17,2477.6449588622168
7/1/17,2501.1939471557803
7/2/17,2421.260634909593
7/3/17,2561.220656621825
7/4/17,2599.7306486586585
7/5/17,2598.893800048713
7/6/17,2609.9701481571915
7/7/17,2491.196550511801
7/8/17,2502.855839522818
7/9/17,2536.2409714326577
7/10/17,2366.166149885921
7/11/17,2327.087992411199
7/12/17,2385.7440169712227
7/13/17,2354.78581298184
7/14/17,2338.4948655100056
7/15/17,2058.9949614325847
7/16/17,1931.2130797474765
7/17/17,1910.955677234184
7/18/17,2320.12204718364
7/19/17,2264.763455533003
7/20/17,2265.2122951791766
7/21/17,2682.198842963868
7/22/17,2807.605367864521
7/23/17,2825.5130642425365
7/24/17,2751.8166395427625
7/25/17,2561.002589150316
7/26/17,2564.297153978075
7/27/17,2647.6263509730807
7/28/17,2781.636157466269
7/29/17,2784.804687198023
7/30/17,2745.9600636459436
7/31/17,2866.433315615431
8/1/17,2862.901172216188
8/2/17,2693.635435608772
8/3/17,2794.1175229091336
8/4/17,2790.001049762128
8/5/17,3218.118505599503
8/6/17,3252.559963397698
8/7/17,3210.2039164206526
8/8/17,3457.3781301434137
8/9/17,3357.3301160150677
8/10/17,3340.2842798395764
8/11/17,3632.5113510730703
8/12/17,3852.8060101034275
8/13/17,3868.517197305718
8/14/17,4282.988484442626
8/15/17,4217.02680126467
8/16/17,4179.968811570576
8/17/17,4328.73024941391
8/18/17,4130.438331249715
8/19/17,4104.714979849508
8/20/17,4157.960589760397
8/21/17,4043.7267047645187
8/22/17,3986.2813779850426
8/23/17,4174.946334601455
8/24/17,4340.3135691904245
8/25/17,4331.7732000559345
8/26/17,4360.515830828594
8/27/17,4354.303623418457
8/28/17,4339.051978663824
8/29/17,4607.985926162023
8/30/17,4594.986454422207
8/31/17,4582.5185419037125
9/1/17,4911.735809514039
9/2/17,4580.383261024776
9/3/17,4585.566040370029
9/4/17,4344.099303122332
9/5/17,4488.723381547718
9/6/17,4385.024731144715
9/7/17,4654.6577255881075
9/8/17,4310.74940242357
9/9/17,4312.261034566846
9/10/17,4329.959726055488
9/11/17,4248.094523836669
9/12/17,4198.593908036236
9/13/17,3961.2697260547466
9/14/17,3319.625709377106
9/15/17,3216.43423379591
9/16/17,3763.6297554911375
9/17/17,3746.0602237374856
9/18/17,3678.5286280725145
9/19/17,3943.414073537136
9/20/17,3977.5624575653833
9/21/17,3894.4784801174023
9/22/17,3637.5034300941174
9/23/17,3776.3901640028826
9/24/17,3777.6212247787444
9/25/17,3942.555560623494
9/26/17,3910.3061341221714
9/27/17,3880.998234384549
9/28/17,4201.991049234845
9/29/17,4193.572513521292
9/30/17,4164.273140184548
10/1/17,4360.727949409762
10/2/17,4386.886502571283
10/3/17,4394.0742061077635
10/4/17,4225.179536323048
10/5/17,4338.855723503877
10/6/17,4318.58051393076
10/7/17,4376.194465317019
10/8/17,4602.278840092069
10/9/17,4605.659186845662
10/10/17,4782.277584715413
10/11/17,4819.48249416872
10/12/17,4822.169731729851
10/13/17,5563.80844828401
10/14/17,5739.442864924375
10/15/17,5825.99298351639
10/16/17,5711.209617263777
10/17/17,5603.715511366226
10/18/17,5594.660303691798
10/19/17,5727.628727201985
10/20/17,5979.463221456092
10/21/17,5986.444883273293
10/22/17,5983.183369219506
10/23/17,5876.082926816206
10/24/17,5900.592544459857
10/25/17,5669.62389402405
10/26/17,5893.142033776576
10/27/17,5889.817555640416
10/28/17,5776.693651221294
10/29/17,6155.438414916247
10/30/17,6136.488152583061
10/31/17,6388.644791074525
11/1/17,6665.308555544642
11/2/17,6751.978603241663
11/3/17,7197.724667800443
11/4/17,7437.547187694397
11/5/17,7365.992765714413
11/6/17,6989.068480875697
11/7/17,7092.125400849474
11/8/17,7128.640042958888
11/9/17,7158.0395661781595
11/10/17,6719.401705385302
11/11/17,6569.2189686832835
11/12/17,5716.302155507717
11/13/17,6550.223753850455
11/14/17,6493.633376733583
11/15/17,7301.432559262269
11/16/17,7815.0257794274
11/17/17,7868.765492660694
11/18/17,7817.136956578299
11/19/17,8007.65647414995
11/20/17,8049.717797501945
11/21/17,8059.7975720830245
11/22/17,8268.031258948473
11/23/17,8236.7208102604
11/24/17,8250.977777867249
11/25/17,8707.408385286297
11/26/17,8768.798664312702
11/27/17,9718.294473562852
11/28/17,9952.507861171216
11/29/17,9919.00127363234
11/30/17,10147.374257781634
12/1/17,10883.909923362933
12/2/17,10879.883674284065
12/3/17,11332.62483968634
12/4/17,11584.831366396882
12/5/17,11591.217950413658
12/6/17,13540.976874896187
12/7/17,16501.97117859107
12/8/17,16860.881453868285
12/9/17,15142.831993895486
12/10/17,14869.804759359246
12/11/17,15068.948323432636
12/12/17,17276.39050023983
12/13/17,16808.36618099123
12/14/17,16252.310295024112
12/15/17,17771.90332239423
12/16/17,19498.684271586564
12/17/17,19279.899198344476
12/18/17,18961.85440931382
12/19/17,17737.10973811887
12/20/17,17382.94064769709
12/21/17,16047.512290772918
12/22/17,15190.94824507548
12/23/17,13776.612268187335
12/24/17,13949.177164572222
12/25/17,14119.02707347732
12/26/17,13740.936769153379
12/27/17,15589.319172038058
12/28/17,14380.585106712295
12/29/17,14214.011250651185
12/30/17,13215.577437644586
12/31/17,14165.574547812472
1/1/18,13795.996801103742
1/2/18,15005.85880881413
1/3/18,15053.258635585895
1/4/18,15039.244382382043
1/5/18,17174.122699960517
1/6/18,17319.199664454056
1/7/18,17155.948496812092
1/8/18,15265.902954284427
1/9/18,14714.251535561061
1/10/18,14437.420354299118
1/11/18,13296.789307465977
1/12/18,13912.87843985321
1/13/18,13791.191175740232
1/14/18,13852.917653227614
1/15/18,14012.200397067356
1/16/18,13554.135501597968
1/17/18,11116.95162394733
1/18/18,11345.426882338199
1/19/18,11174.823314040395
1/20/18,12950.79583126666
1/21/18,11505.229910270791
1/22/18,11513.420942222023
1/23/18,11223.0639833809
1/24/18,11282.257157192178
1/25/18,11392.02874427509
1/26/18,10969.817456025663
1/27/18,11524.778014169726
1/28/18,11431.365352259636
1/29/18,11212.655173845613
1/30/18,10184.059812271717
1/31/18,10082.521011974139
2/1/18,9083.261285705563
2/2/18,8901.899410410457
2/3/18,8852.732306632746
2/4/18,8400.648891995237
2/5/18,6838.819948056444
2/6/18,6925.4594350141915
2/7/18,8099.961686348324
2/8/18,8240.537068583128
2/9/18,8245.075897396699
2/10/18,8319.87586141223
2/11/18,8343.45716955403
2/12/18,8068.017896486348
2/13/18,8597.768005541011
2/14/18,9334.632139709203
2/15/18,9471.64209005027
2/16/18,10127.166142526103
2/17/18,10841.987093176382
2/18/18,11085.832144039428
2/19/18,11110.963074161597
2/20/18,11390.38962280285
2/21/18,11245.984650635293
2/22/18,9931.075145556255
2/23/18,10162.119294289168
2/24/18,10171.30366177164
2/25/18,9696.590721072926
2/26/18,10348.603204038418
2/27/18,10319.458489066305
2/28/18,10370.165181913884
3/1/18,11009.384025888361
3/2/18,10931.124386312213
3/3/18,11326.944637869581
3/4/18,11430.182654283397
3/5/18,11516.82822053952
3/6/18,10763.197772892316
3/7/18,10118.060229868224
3/8/18,9920.459349994788
3/9/18,9089.280739865808
3/10/18,8745.998276304379
3/11/18,8777.370730753712
3/12/18,9182.847587070308
3/13/18,9154.704936826805
3/14/18,9153.542690637421
3/15/18,8358.122823137908
3/16/18,8530.398782621758
3/17/18,8297.89083912269
3/18/18,8171.413765104653
3/19/18,8412.030159578873
3/20/18,8605.641312490072
3/21/18,8947.750347804984
3/22/18,8690.40508571466
3/23/18,8725.366338521208
3/24/18,8662.378621221
3/25/18,8617.295859240263
3/26/18,8457.96363998132
3/27/18,7876.193464266026
3/28/18,7960.384052979909
3/29/18,7950.60590315307
3/30/18,6882.533138071881
3/31/18,6935.480733764674
4/1/18,6937.557434259555
4/2/18,7035.847127907873
4/3/18,7410.439930610708
4/4/18,7426.483706353864
4/5/18,6826.50564785718
4/6/18,6603.8771541674605
4/7/18,6634.678562577008
4/8/18,7017.65349108339
4/9/18,6699.274164603403
4/10/18,6784.411368927705
4/11/18,6926.2636866818575
4/12/18,7847.848063699471
4/13/18,7941.462809041191
4/14/18,8036.513535042729
4/15/18,8340.747122423762
4/16/18,8368.102847933598
4/17/18,7895.420334281655
4/18/18,8164.936340704313
4/19/18,8175.964941499866
4/20/18,8852.720004785384
4/21/18,8807.200185996091
4/22/18,8930.60257686382
4/23/18,8933.857343753207
4/24/18,9555.542406094299
4/25/18,9658.107772996593
4/26/18,9258.394351292964
4/27/18,9010.321334761555
4/28/18,8928.551507774437
4/29/18,9334.280243661511
4/30/18,9259.573311864953
5/1/18,9239.548800298002
5/2/18,9221.428752746639
5/3/18,9639.27325234711
5/4/18,9753.350322122153
5/5/18,9803.30716510137
5/6/18,9630.132471629662
5/7/18,9631.438195462317
5/8/18,9228.609915007042
5/9/18,9322.039015799632
5/10/18,9310.373353550607
5/11/18,8468.792953301689
5/12/18,8484.346428213095
5/13/18,8463.52059270005
5/14/18,8652.042281557875
5/15/18,8511.462656933289
5/16/18,8471.061654663577
5/17/18,8106.122499774457
5/18/18,8240.057012609219
5/19/18,8239.078682954405
5/20/18,8507.404070645844
5/21/18,8385.558945134606
5/22/18,8396.633420328264
5/23/18,7555.741549784838
5/24/18,7566.192045304829
5/25/18,7576.778552645882
5/26/18,7342.90649324195
5/27/18,7361.8352211530855
5/28/18,7344.563650307515
5/29/18,7459.872611408839
5/30/18,7385.397669268465
5/31/18,7386.71542088094
6/1/18,7535.147326018715
6/2/18,7645.1471600186815
6/3/18,7637.1437523026225
6/4/18,7500.268844620567
6/5/18,7615.723220324127
6/6/18,7619.425743036228
6/7/18,7676.27396722866
6/8/18,7620.151728157159
6/9/18,7615.535766687372
6/10/18,6776.887956475659
6/11/18,6875.673568665678
6/12/18,6879.3112200127825
6/13/18,6315.700358414054
6/14/18,6647.014758960599
6/15/18,6637.414881173853
6/16/18,6509.426237869037
6/17/18,6464.407184933206
6/18/18,6445.78909759667
6/19/18,6737.002672794089
6/20/18,6714.717238831735
6/21/18,6760.827680995696
6/22/18,6332.569954551996
6/23/18,6141.605428811746
6/24/18,6170.463501649769
6/25/18,6211.445686352099
6/26/18,6218.590746266426
6/27/18,6097.456201450828
6/28/18,6107.899133302547
6/29/18,5908.702626529262
6/30/18,6223.281918788887
7/1/18,6374.754898062573
7/2/18,6466.066264702971
7/3/18,6626.436790769667
7/4/18,6593.291596481241
7/5/18,6603.372288221092
7/6/18,6555.505797054773
7/7/18,6594.284942725371
7/8/18,6753.556235627068
7/9/18,6724.0417559734515
7/10/18,6510.789556434903
7/11/18,6377.36612226772
7/12/18,6403.182150368555
7/13/18,6244.357268427425
7/14/18,6240.996741678949
7/15/18,6248.844697738897
7/16/18,6514.394699049235
7/17/18,6869.909320611348
7/18/18,7321.623314267404
7/19/18,7396.403763146532
7/20/18,7428.047699795445
7/21/18,7334.9876542484135
7/22/18,7451.290284507715
7/23/18,7689.887069270899
7/24/18,7715.100764134362
7/25/18,8251.16450140894
7/26/18,8187.326826063536
7/27/18,7939.806541088725
7/28/18,8182.25157731412
7/29/18,8206.342924666784
7/30/18,8220.90837391792
7/31/18,7916.800681207757
8/1/18,7570.871784374538
8/2/18,7607.697172611072
8/3/18,7394.49963122297
8/4/18,7247.772813827866
8/5/18,7011.279191311167
8/6/18,6988.0786964439985
8/7/18,6993.510906106758
8/8/18,6718.233722190444
8/9/18,6396.771692350695
8/10/18,6396.49049106939
8/11/18,6138.960179991426
8/12/18,6311.130117622752
8/13/18,6347.073972785236
8/14/18,6252.13040873215
8/15/18,6362.675111515676
8/16/18,6342.6301473509
8/17/18,6312.747470492038
8/18/18,6436.7175158996915
8/19/18,6404.064764486944
8/20/18,6486.582815926076
8/21/18,6401.250279376965
8/22/18,6575.226337134171
8/23/18,6354.573128195288
8/24/18,6543.645219085744
8/25/18,6719.424681077291
8/26/18,6738.265468441903
8/27/18,6719.264884171048
8/28/18,7000.036568108254
8/29/18,7078.192102454726
8/30/18,6932.665921136227
8/31/18,6981.944501046808
9/1/18,7018.78080605425
9/2/18,7247.938262473264
9/3/18,7260.948978229243
9/4/18,7265.079550649877
9/5/18,7113.065341987262
9/6/18,6433.269683813832
9/7/18,6501.190918793565
9/8/18,6366.107508945727
9/9/18,6286.427106827353
9/10/18,6240.977004275587
9/11/18,6296.325258373627
9/12/18,6273.140020544153
9/13/18,6326.04390595702
9/14/18,6499.059178267027
9/15/18,6518.659531835441
9/16/18,6522.390640462694
9/17/18,6400.6049309682385
9/18/18,6296.628243615474
9/19/18,6342.388579813094
9/20/18,6418.5655840256895
9/21/18,6669.989616644382
9/22/18,6756.120060284448
9/23/18,6710.4428733201385
9/24/18,6639.308099422078
9/25/18,6583.448192559132
9/26/18,6468.634823260428
9/27/18,6535.472294236577
9/28/18,6686.0815851573725
9/29/18,6550.4723060046435
9/30/18,6593.1367020291755
10/1/18,6611.015935592939
10/2/18,6562.638598038506
10/3/18,6470.405953016257
10/4/18,6483.726819551261
10/5/18,6568.54743960463
10/6/18,6581.484173104439
10/7/18,6573.618699649743
10/8/18,6618.567581765259
10/9/18,6621.714874514568
10/10/18,6626.853017706657
10/11/18,6248.636562382802
10/12/18,6260.527066186619
10/13/18,6247.000586924225
10/14/18,6299.394983112093
10/15/18,6452.5748838454
10/16/18,6599.172555976231
10/17/18,6596.272297053372
10/18/18,6568.039376408443
10/19/18,6509.605688879217
10/20/18,6488.8233021854185
10/21/18,6531.598798235739
10/22/18,6504.78483540364
10/23/18,6481.421493916782
10/24/18,6508.309633856348
10/25/18,6489.773780731456
10/26/18,6473.752479143342
10/27/18,6465.913529621329
10/28/18,6457.209765048371
10/29/18,6382.663746198022
10/30/18,6309.448867480944
10/31/18,6301.605445841636
11/1/18,6342.279031761663
11/2/18,6387.670471063928
11/3/18,6390.421725211351
11/4/18,6391.871910872615
11/5/18,6436.962009952874
11/6/18,6437.759569684049
11/7/18,6538.793848392719
11/8/18,6486.253351765017
11/9/18,6444.969576045522
11/10/18,6399.037609270082
11/11/18,6378.27187995761
11/12/18,6408.525037073845
11/13/18,6372.0667055681
11/14/18,6176.152225920168
11/15/18,5756.766500559167
11/16/18,5596.19303263411
11/17/18,5558.242750803375
11/18/18,5572.439658638105
11/19/18,5303.937871136418
11/20/18,4671.968509670283
11/21/18,4491.982992387604
11/22/18,4548.801283124259
11/23/18,4309.334018483835
11/24/18,4352.975182388726
11/25/18,3823.5105955966587
11/26/18,3920.541086582258
11/27/18,3793.3516723040707
11/28/18,4103.449247251667
11/29/18,4263.787686595692
11/30/18,4278.771251415538
12/1/18,4116.773116869833
12/2/18,4167.548581320966
12/3/18,4140.598193651789
12/4/18,3961.493598708576
12/5/18,3858.344911609319
12/6/18,3744.9814618694577
12/7/18,3405.642952589412
12/8/18,3435.3415296301387
12/9/18,3453.658480031505
12/10/18,3523.962578738228
12/11/18,3426.193941931443
12/12/18,3407.2807224667617
12/13/18,3406.7610114974364
12/14/18,3278.369884459796
12/15/18,3242.415860794603
12/16/18,3271.242236774876
12/17/18,3392.4067314572435
12/18/18,3556.541678547619
12/19/18,3808.04351549717
12/20/18,3982.8477647197005
12/21/18,4135.187586566883
12/22/18,3910.973982852939
12/23/18,4027.4755984617436
12/24/18,3995.1729310654055
12/25/18,3813.8788883984876
12/26/18,3825.3784985480884
12/27/18,3848.2064087615645
12/28/18,3743.907919851722
12/29/18,3912.288150964319
12/30/18,3770.363340405068
12/31/18,3791.544764317413
1/1/19,3752.268960514522
1/2/19,3855.884718305524
1/3/19,3865.8009090595338
1/4/19,3822.631634103136
1/5/19,3856.6155058216923
1/6/19,3920.454872283278
1/7/19,4036.0976889297763
1/8/19,4032.250979482777
1/9/19,4034.1410276450406
1/10/19,3812.5844473769544
1/11/19,3646.2548033772396
1/12/19,3646.3441860400203
1/13/19,3599.837637520459
1/14/19,3531.9557842133236
1/15/19,3656.7883281245104
1/16/19,3621.271380562276
1/17/19,3621.432461418854
1/18/19,3632.3980674603386
1/19/19,3690.526906365195
1/20/19,3703.9778058246534
1/21/19,3548.428783170282
1/22/19,3540.0244279873145
1/23/19,3587.351413085439
1/24/19,3566.40367842348
1/25/19,3586.2479904558722
1/26/19,3577.786332679011
1/27/19,3576.299752098676
1/28/19,3554.4963245444874
1/29/19,3448.5825951181982
1/30/19,3421.5978672072897
1/31/19,3470.0042413932606
2/1/19,3444.812807900116
2/2/19,3475.331052675558
2/3/19,3506.2160147705163
2/4/19,3456.020718495859
2/5/19,3452.346979229702
2/6/19,3467.3414084368137
2/7/19,3405.7047867976717
2/8/19,3394.759948916626
2/9/19,3661.07645427825
2/10/19,3664.3831143679186
2/11/19,3686.293681477933
2/12/19,3629.4729095265297
2/13/19,3632.424001362367
2/14/19,3614.4952498578864
2/15/19,3600.309375468823
2/16/19,3608.204941219669
2/17/19,3619.5480887156305
2/18/19,3670.7374776285865
2/19/19,3910.7954064411647
2/20/19,3926.5333217120783
2/21/19,3987.180354827034
2/22/19,3944.880360744116
2/23/19,3983.479603358552
2/24/19,4139.603349335423
2/25/19,3766.888085072153
2/26/19,3848.33268435992
2/27/19,3831.4455146502314
2/28/19,3833.229710621395
3/1/19,3850.0783239439534
3/2/19,3834.618070012651
3/3/19,3831.436979012743
3/4/19,3814.58088985301
3/5/19,3730.9839089245174
3/6/19,3872.2454124044593
3/7/19,3876.8522125503596
3/8/19,3886.816007464344
3/9/19,3875.961803563879
3/10/19,3950.5567759986557
